municipio;codigo_ibge;tipo_captacao;nome_sistema;latitude;longitude;fonte;observacao
Cuiabá;5103403;superficial;COXIPÓ DO OURO;-15.456000;-55.980000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;PORTO;-15.616000;-56.108000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Ribeirãozinho;5107198;superficial;ESTAÇÃO DE TRATAMENTO RIBEIRÃOZINHO;-16.293922;-52.411472;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Barra do Bugres;5101704;superficial;ETA - BARRA DO BUGRES;-15.299167;-57.427222;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nova Olímpia;5106232;superficial;DAE;-14.000000;-57.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Pontes e Lacerda;5106752;superficial;CAB PONTES E LACERDA;-15.364722;-59.534167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;COOPHEMA;-15.643000;-56.066000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;NOSSA SENHORA DA GUIA;-15.352000;-56.225000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Barra do Garças;5101803;superficial;ÁGUAS DE BARRA DO GARÇAS -RIO GARÇAS;-15.000000;-52.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;TIJUCAL I;-15.612778;-56.004722;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;RIBEIRÃO DO LIPA;-15.577000;-56.132000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Torixoréu;5108204;superficial;ESTAÇÃO DE TRATAMENTO DE AGUA DE TORIXOREU - ETA;-16.000000;-52.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Barra do Bugres;5101704;superficial;ETA- ASSARI;-14.973611;-57.317500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;SÃO SEBASTIÃO;-15.577220;-56.132222;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Guarantã do Norte;5104104;superficial;AGUAS DE GUARANTA LTDA;-9.572030;-54.543020;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;SUCURI;-15.548000;-56.158000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;PARQUE CUIABÁ;-15.660833;-56.070278;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;AGUAÇU;-15.282000;-56.118000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Pontal do Araguaia;5106653;superficial;ETA RIO ARAGUAIA;-15.914801;-52.264904;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Campinápolis;5102603;superficial;SETAE;-14.507600;-52.889400;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Porto Esperidião;5106828;superficial;ETA ZONA URBANA;-15.851592;-58.462633;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Tangará da Serra;5107958;superficial;SAMAE - ETA QUEIMA PÉ;-14.000000;-57.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Planalto da Serra;5106455;superficial;ANISIO BRUNO BORGES;-14.667598;-54.773133;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Rondonópolis;5107602;superficial;SISTEMA ETA;-16.000000;-54.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Salto do Céu;5107750;superficial;DAE / SEDE;-15.129722;-58.126667;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Rio Branco;5107206;superficial;DAE;-15.274167;-58.118889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Araguaia;5100300;superficial;DIVAES JARDIM NOVO ARAGUAIA;-17.290197;-53.243381;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Garças;5100409;superficial;CORREGO LAGEADO;-16.973369;-53.530014;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nova Santa Helena;5106190;superficial;DAE;-10.855402;-55.175011;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Mirassol d'Oeste;5105622;superficial;ETA SAEMI;-15.000000;-58.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;SUCURI;-15.553000;-56.167000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;superficial;COXIPÓ DO OURO;-15.452000;-55.981000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Nova Xavantina;5106257;superficial;SETAE;-14.000000;-52.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Rosário Oeste;5107701;superficial;DEPARTAMENTO DE ÁGUA E ESGOTO;-14.832640;-56.415810;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Juruena;5105176;superficial;DAEJUR;-10.000000;-58.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Alto Araguaia;5100300;superficial;DIVAES CIDADE ALTO ARAGUAIA;-17.314805;-53.235944;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alto Araguaia;5100300;superficial;DIVAES BURITI;-16.447528;-53.448067;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;superficial;AGUAÇU;-15.275000;-56.123000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cáceres;5102504;superficial;ETA CENTRAL - CÁCERES;-16.372222;-57.775550;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Vila Bela da Santíssima Trindade;5105507;superficial;ETA MINA SAO FRANCISCO;-14.000000;-59.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
General Carneiro;5103908;superficial;ESTACAO DE TARATMENTO -ETA I;-15.423209;-52.445337;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Vila Bela da Santíssima Trindade;5105507;superficial;DAE - DEPARTAMENTO DE AGUA E ESGOTO;-15.009146;-59.957559;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Guiratinga;5104203;superficial;DMAEG CIDADE;-10.203339;-50.454169;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Juína;5105150;superficial;DAES;-11.381100;-58.739000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;superficial;ETA II JD. DOS ESTADOS;-15.621666;-56.139400;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Terra Nova do Norte;5108055;superficial;ETA;-10.365830;-55.064710;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Tesouro;5108105;superficial;DAETE;-16.038611;-53.560278;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Jaciara;5104807;superficial;DAE;-15.866667;-54.977778;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Alta Floresta;5100250;superficial;ETA ALTA FLORESTA;-9.530000;-56.070800;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Jangada;5104906;superficial;JANGADA;-15.239978;-56.482142;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;superficial;ETA 3 PASSAGEM DA CONCEIÇÃO;-15.565000;-56.141900;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Aripuanã;5101407;superficial;DAE;-10.169572;-59.466334;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Vila Bela da Santíssima Trindade;5105507;superficial;ETA MINA SAO FRANCISCO;-14.394200;-59.485180;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Diamantino;5103502;superficial;ETA DIAMANTINO;-14.224510;-56.286530;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Diamantino;5103502;superficial;ETA DIAMANTINO;-14.235316;-56.276520;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;superficial;ETA I - CENTRO;-15.472629;-56.127111;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Poxoréu;5107008;superficial;CAPTACAO DE AGUA LAGOA I;-15.492641;-54.235049;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Santo Antônio de Leverger;5107800;superficial;ETA ANTONIO VIEIRA DE ALMEIDA;-15.867995;-56.080260;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Porto dos Gaúchos;5106802;superficial;01;-11.899444;-57.706111;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Paranatinga;5106307;superficial;ETA 01 E 02 - CENTRO;-14.254200;-54.030900;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;superficial;ETA BOA ESPERANÇA;-15.550694;-54.314708;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Primavera do Leste;5107040;superficial;ETA BOA ESPERANÇA;-15.530042;-54.309731;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Diamantino;5103502;superficial;ETA NOVO DIAMANTINO;-14.214772;-53.234443;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Canarana;5102702;superficial;COMPANHIA AMBIENTAL DE CANARANA;-13.000000;-52.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Paranatinga;5106307;superficial;ETA 01 E 02 - CENTRO;-14.428333;-54.050250;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Poconé;5106505;superficial;ETA SÃO BENEDITO;-16.315183;-56.544136;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Água Boa;5100201;superficial;ETA DO DEMAE;-14.046885;-52.113114;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Paranatinga;5106307;superficial;ETA 03 VILA CONCORDIA;-14.463903;-54.067703;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Porto Esperidião;5106828;superficial;SAA CARDOSO D'OESTE;-15.850000;-58.460000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Juara;5105101;superficial;ETA AGUAS DE JUARA;-11.271322;-57.484003;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nortelândia;5106000;superficial;ÁGUAS DE NORTELANDIA LTDA;-11.143760;-50.419970;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Tabaporã;5107941;superficial;ETA 01;-11.341144;-56.847363;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Paranaíta;5106299;superficial;DAE PARANAITA;-9.675498;-56.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nobres;5105903;superficial;ESAN;-14.431390;-56.195090;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Jaciara;5104807;superficial;MINA DISTRITO DE CELMA;-15.657056;-56.592222;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Colniza;5103254;superficial;DEPARTAMENTO DE AGUA E ESGOTO;-9.461861;-59.230777;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Paranatinga;5106307;superficial;ETA 03 VILA CONCORDIA;-14.463903;-54.067694;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Nova Lacerda;5106182;superficial;ERTEMIO MORETTO;-14.481661;-59.582797;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Novo Horizonte do Norte;5106273;superficial;DAE-DEPARTAMENTO DE AGUA E ESGOTO;-11.219450;-57.196180;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nova Bandeirantes;5106158;superficial;FMS DE NOVA BANDEIRANTES;-9.000000;-57.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nova Canaã do Norte;5106216;superficial;ÁGUAS DE CANAA;-10.382642;-55.432273;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Vale de São Domingos;5108352;superficial;SISTEMA DE ABASTECIMENTO DE AGUA MAQUINA QUEIMADA;-14.444931;-58.144371;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Carlinda;5102793;superficial;AGUAS DE CARLINDA;-9.000000;-55.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Jauru;5105002;superficial;ETA JAURU;-15.000000;-58.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Vale de São Domingos;5108352;superficial;SISTEMA DE ABASTECIMENTO DE AGUA;-15.296704;-59.065335;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Chapada dos Guimarães;5103007;superficial;ETA- SAO SEBASTIAO;-15.463056;-54.745556;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Chapada dos Guimarães;5103007;superficial;ETA- SAO SEBASTIAO;-15.452778;-54.733056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
São José dos Quatro Marcos;5107107;superficial;ESTAÇÃO CENTRAL;-15.715000;-59.080278;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Marcelândia;5105580;superficial;AGUAS DE MARCELANDIA;-11.000000;-54.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Vila Rica;5108600;superficial;SAEVIR;-10.033504;-51.147215;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Colniza;5103254;superficial;DEPARTAMENTO DE ÁGUA E ESGOTO DE COLNIZA;-9.400340;-59.032600;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Confresa;5103353;superficial;ETA FLOCODECANTADOR CONFRESA;-10.000000;-51.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Araguaiana;5101001;superficial;DAE;-15.000000;-51.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Comodoro;5103304;superficial;ETA 45 LS - COMODORO MT;-13.657222;-59.760833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Poxoréu;5107008;superficial;DISTRITO PARAISO DO LESTE;-16.070430;-54.162030;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Confresa;5103353;superficial;ETA CACAU;-10.626661;-51.548789;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Confresa;5103353;superficial;ETA FLOCODECANTADOR CONFRESA;-10.621244;-51.585392;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Barra do Garças;5101803;superficial;ÁGUAS DE BARRADO GARÇAS-INDIANÓPOLIS;-15.030662;-52.238819;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Tangará da Serra;5107958;superficial;ETA - AGROVILA 2;-14.401390;-57.455960;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Paranatinga;5106307;superficial;ETA CONCÓRDIA;-14.479700;-54.091439;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Paranatinga;5106307;superficial;ETA CENTRO 01;-14.439894;-54.035436;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Guarantã do Norte;5104104;superficial;AGUAS DE GUARANTA LTDA;-9.817130;-54.886286;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Diamantino;5103502;superficial;ETA NOVO DIAMANTINO;-14.363305;-56.395739;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Diamantino;5103502;superficial;ETA DIAMANTINO;-14.367390;-56.467962;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Diamantino;5103502;superficial;ETA DIAMANTINO;-14.398169;-56.451794;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Nortelândia;5106000;superficial;AGUAS DE NORTELANDIA;-14.271700;-56.481000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Araputanga;5101258;superficial;ETA SEDE;-15.471370;-58.345000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Juruena;5105176;superficial;DEPARTAMENTO DE AGUA E ESGOSTO DE JURUENA;-10.349528;-58.500278;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Juína;5105150;superficial;DEPARTAMENTO DE ÁGUA E ESGOTO SANITÁRIO;-15.061667;-57.173333;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
São Félix do Araguaia;5107859;superficial;RIO ARAGUAIA DAE;-11.377020;-50.415000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2016
Itiquira;5104609;superficial;ETA FL;-17.224966;-54.126256;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Rondolândia;5107578;superficial;AMAR ABASTECIMENTO DE AGUA DE RONDOLANDIA;-10.829722;-61.459722;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Tabaporã;5107941;superficial;ETA 01;-11.300918;-56.812642;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Tabaporã;5107941;superficial;ETA 01;-11.299060;-56.815491;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Nova Xavantina;5106257;superficial;SETAE;-12.000000;-52.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Nova Santa Helena;5106190;superficial;DAE;-10.511938;-55.103010;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Araputanga;5101258;superficial;ETA SEDE;-15.471380;-58.345000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Luciara;5105309;superficial;PA 03 ANDRE MAGGI;-11.000000;-51.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Paranatinga;5106307;superficial;ETA CENTRO 01;-14.439844;-54.035436;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Paranatinga;5106307;superficial;ETA CONCORDIA;-14.479733;-54.091439;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Rio Branco;5107206;superficial;RONCADOR;-15.110720;-58.110720;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Juína;5105150;superficial;DAES;-11.242700;-58.739000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2017
Guarantã do Norte;5104104;superficial;AGUAS DE GUARANTA LTDA;-9.817189;-54.886700;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Indiavaí;5104500;superficial;ETA INDIAVAI;-15.500011;-58.578028;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Barra do Garças;5101803;superficial;ETA RIO GARÇAS;-15.901867;-52.276417;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Jauru;5105002;superficial;ETA JAURU;-15.344356;-58.854719;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Cáceres;5102504;superficial;ETA 1 -ETA 2 ETA 3;-16.400000;-54.400000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Paranatinga;5106307;superficial;RESERVATÓRIO CENTRO;-14.480803;-54.089717;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Alto Araguaia;5100300;superficial;UNIDADE DE TRATAMENTO ESCRITORIO DIVAES;-17.000000;-53.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Carlinda;5102793;superficial;RESERVATÓRIO CARLINDA;-9.972444;-55.811139;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2018
Primavera do Leste;5107040;superficial;RESERVATÓRIO ETA PRIMAVERA;-15.550690;-54.314700;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Nortelândia;5106000;superficial;AGUAS DE NORTELANDIA SA;-14.000000;-56.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Pontes e Lacerda;5106752;superficial;20-30-75 L/S;-15.215778;-59.320306;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Santa Terezinha;5107776;superficial;ESTACAO DE TRATAMENTO DE AGUA;-10.474186;-50.510163;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Marcelândia;5105580;superficial;BOM JAGUAR;-10.877036;-54.653928;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2019
Tabaporã;5107941;superficial;ETA 02;-11.299528;-56.810576;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Juara;5105101;superficial;ETA AGUAS DE JUARA;-11.161676;-57.292410;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Pontes e Lacerda;5106752;superficial;ETA DE PONTES E LACERDA;-15.125690;-59.191330;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Alta Floresta;5100250;superficial;ETA ALTA FLORESTA;-9.000000;-59.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Comodoro;5103304;superficial;ETA 60 LS - COMODORO MT;-13.393000;-59.461800;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Cuiabá;5103403;superficial;SUL;-15.655429;-56.059002;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2020
Chapada dos Guimarães;5103007;superficial;ETA-  SÃO SEBASTIÃO/ DANTE MARTINS DE OLIVEIRA;-15.225155;-55.423314;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Nova Canaã do Norte;5106216;superficial;ETA CANAA DO NORTE;-10.382503;-55.431995;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Nova Bandeirantes;5106158;superficial;FUNDO MUNICIPAL DE SANEAMENTO JAPURANA;-9.000000;-58.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Nova Bandeirantes;5106158;superficial;FUNDO MUNICIPAL DE SANEAMENTO PARAÍSO DO NORTE;-10.000000;-58.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Nova Santa Helena;5106190;superficial;DAE NOVA SANTA HELENA;-10.504627;-55.103975;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Barra do Bugres;5101704;superficial;ETA MARACANÃ;-15.076758;-57.182715;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Alta Floresta;5100250;superficial;ETA ALTA FLORESTA;-9.889611;-56.119361;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Alta Floresta;5100250;superficial;ETA ALTA FLORESTA;-9.883722;-56.146333;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2021
Rondolândia;5107578;superficial;SISTEMA DE ABASTECIMENTO DA AGUA DE RONDOLANDIA;-10.840000;-61.450000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Mirassol d'Oeste;5105622;superficial;ETA SAEMI;-15.721930;-58.112870;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Mirassol d'Oeste;5105622;superficial;ETA SAEMI;-15.703320;-58.078060;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Mirassol d'Oeste;5105622;superficial;ETA SAEMI;-15.704967;-58.082176;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Marcelândia;5105580;superficial;AGUAS DE MARCELANDIA;-11.127167;-54.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Alto Boa Vista;5100359;superficial;SANEALTO;-11.405620;-51.270900;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2022
Planalto da Serra;5106455;superficial;ANISIO BRUNO BORGES;-14.375308;-54.385172;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Porto dos Gaúchos;5106802;superficial;ETA SÃO JOAO;-11.726111;-57.046666;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Jaciara;5104807;superficial;DAE;-15.520000;-54.584000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Rondolândia;5107578;superficial;SISTEMA DE ABASTECIMENTO DA AGUA RONDOLANDIA;-10.829000;-61.459000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2023
Rondolândia;5107578;superficial;SISTEMA DE ABASTECIMENTO DA AGUA DE RONDOLANDIA;-10.840000;-61.460000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Nova Canaã do Norte;5106216;superficial;OURO BRANCO;-10.332398;-55.564079;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Nova Xavantina;5106257;superficial;ETA SETAE NX;-14.408800;-52.713140;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Nova Canaã do Norte;5106216;superficial;COLORADO DO NORTE;-10.264847;-55.603000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Aripuanã;5101407;superficial;ETA CENTRO;-9.166670;-60.633330;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Comodoro;5103304;superficial;ETA;-13.000000;-59.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Diamantino;5103502;superficial;ETA NOVO DIAMANTINO;-14.320128;-56.365497;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Rosário Oeste;5107701;superficial;AGUAS DE ROSÁRIO OESTE SPE LTDA;-14.833435;-56.416918;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Carlinda;5102793;superficial;ETA CARLINDA;-9.582080;-55.484010;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Primavera do Leste;5107040;superficial;RESERVATÓRIO ETA PRIMAVERA;-15.471567;-54.366164;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Juína;5105150;superficial;DAES;-11.107889;-58.776528;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Nova Marilândia;5108857;superficial;DAEN;-14.360000;-56.980000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Vale de São Domingos;5108352;superficial;DEPARTAMENTO  DE AGUA E ESGOTO VALE DE SÃO DOMINGOS;-15.244712;-59.030534;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Vale de São Domingos;5108352;superficial;ESTAÇÃO DE TRATAMENTO DE AGUA ADRIANOPOLIS;-15.463201;-59.094199;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2025
Vila Rica;5108600;superficial;ETA;-10.011900;-51.116400;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Juína;5105150;superficial;UTA BAIRRO MÓDULO 05;-11.244840;-58.463550;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Alta Floresta;5100250;superficial;ETA DE ALTA FLORESTA;-9.689611;-56.119361;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2024
Rosário Oeste;5107701;superficial;ÁGUAS DE ROSÁRIO OESTE;-14.495700;-56.245620;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Vale de São Domingos;5108352;superficial;DEPARTAMENTO  DE AGUA E ESGOTO VALE DE SÃO DOMINGOS;-15.144100;-59.014990;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Vale de São Domingos;5108352;superficial;DEPARTAMENTO  DE AGUA E ESGOTO VALE DE SÃO DOMINGOS;-15.295852;-59.066159;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2026
Nossa Senhora do Livramento;5106109;subterraneo;Ponto 22;-15.464969;-56.132802;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
